h3_cell,listing_count,unlicensed_rate,mean_price,coef_bw30,coef_bw60,coef_bw101,sig_bw30,sig_bw60,sig_bw101
881ec91727fffff,11,0.09090909090909091,9781.636363636364,-0.2853321323970256,-0.2690179313728278,-0.22922499247599243,1,1,1
881ec9172bfffff,13,0.23076923076923078,6581.076923076923,-0.28914002108132697,-0.2574116848177318,-0.221700775080568,1,1,1
881ec9172dfffff,8,0.5,3802.75,-0.3330257423738156,-0.2318752402635451,-0.21454648025784623,1,1,1
881ec91765fffff,21,0.8095238095238095,1546.2380952380952,-0.12796869751440465,-0.19391269676892708,-0.20524657216921732,0,1,1
881ec91851fffff,7,0.0,5940.714285714285,-0.25264159418621307,-0.2131569077223627,-0.19162741600567354,1,1,1
881ec91859fffff,10,0.0,7414.1,-0.2554513858297551,-0.21447345942492177,-0.19227937739969947,1,1,1
881ec91a13fffff,21,0.38095238095238093,3378.9523809523807,-0.24715344584938292,-0.17938635194529684,-0.16502239624908335,1,1,1
881ec91a17fffff,24,0.125,2114.5833333333335,-0.24844170386578163,-0.1942601298054195,-0.1815823481733056,1,1,1
881ec91a1bfffff,9,0.4444444444444444,3122.8888888888887,-0.21307480274387114,-0.1756291236323847,-0.1660167173728626,1,1,1
881ec91a2bfffff,7,0.5714285714285714,2909.4285714285716,-0.25071872630820974,-0.25949852267734796,-0.19425278423543194,1,1,1
881ec91a35fffff,5,0.4,4790.6,-0.2552927391075579,-0.24595099395107814,-0.19904457835518458,1,1,1
881ec91a3bfffff,11,0.36363636363636365,2437.909090909091,-0.2509090222559982,-0.21154517152283442,-0.19534121423775042,1,1,1
881ec91a3dfffff,6,1.0,1286.6666666666667,-0.24390390845949111,-0.2448000596511812,-0.19946718782634815,1,1,1
881ec91a4bfffff,10,0.4,2907.7,-0.1333184296260834,-0.20078842731249727,-0.1948176391303237,0,1,1
881ec91a81fffff,10,0.5,2601.4,-0.14542290064295704,-0.13310941046411692,-0.11876890176551386,1,1,1
881ec91a89fffff,163,0.5214723926380368,2261.521472392638,-0.16054294732949614,-0.13779683501331516,-0.11863169447870946,1,1,1
881ec91a8bfffff,9,0.4444444444444444,3403.5555555555557,-0.12285849710872454,-0.11697873643000856,-0.10871732507904514,0,1,1
881ec91a8dfffff,35,0.37142857142857144,4146.914285714286,-0.1839159607994616,-0.14911945488311815,-0.13044664099344253,1,1,1
881ec91a91fffff,5,0.0,2185.6,-0.06786944114672733,-0.06222833207459866,-0.09428509965105449,0,0,1
881ec91a93fffff,5,0.0,3228.4,-0.0551361878279748,-0.04728365455708827,-0.08928853482864318,0,0,0
881ec91a95fffff,9,0.3333333333333333,3464.5555555555557,-0.07800644103557275,-0.08374825513716355,-0.09998059187753278,0,0,1
881ec91a97fffff,84,0.30952380952380953,3536.4166666666665,-0.056000038750150916,-0.06098086681252113,-0.0930523202922231,0,0,1
881ec91aa7fffff,5,0.6,5251.2,-0.15338026865304588,-0.15696413837402817,-0.14300375385196895,1,1,1
881ec91ac7fffff,5,0.8,1384.0,-0.2035213497828141,-0.15464814299594104,-0.13101857526994512,1,1,1
881ec91ad5fffff,6,1.0,2149.6666666666665,-0.1310094831902704,-0.12302827665557126,-0.1086154257634429,0,1,1
881ec91ae9fffff,6,0.5,2617.1666666666665,-0.24016048587489314,-0.18091863370819883,-0.16385704472300913,1,1,1
881ec91b03fffff,5,1.0,2319.2,-0.3636514889076525,-0.22778992440625936,-0.16506600919440512,1,1,1
881ec91b0bfffff,8,0.625,2779.5,-0.35452323925924617,-0.22498517321504743,-0.1646666842057168,1,1,1
881ec91b11fffff,7,0.7142857142857143,1926.142857142857,-0.3681876650511764,-0.2751875944165255,-0.17954270033042377,1,1,1
881ec91b19fffff,7,0.2857142857142857,2714.4285714285716,-0.36291410594931706,-0.26538061285335296,-0.179211373330803,1,1,1
881ec91b1dfffff,14,0.5714285714285714,2578.714285714286,-0.3622328349906507,-0.2393389185018598,-0.17196593272567015,1,1,1
881ec91b41fffff,17,0.17647058823529413,3019.294117647059,-0.27189416855779264,-0.18082301422679287,-0.1509027350447508,1,1,1
881ec91b49fffff,7,0.2857142857142857,3939.1428571428573,-0.25212415908451075,-0.17351386263680235,-0.15063662678059067,1,1,1
881ec91b55fffff,14,0.21428571428571427,1822.0714285714287,-0.33749850730460484,-0.21919022962494553,-0.16364238847685386,1,1,1
881ec91b6dfffff,5,0.4,3984.8,-0.14441142038082566,-0.136496955106824,-0.13959863871931816,1,1,1
881ec93365fffff,11,0.36363636363636365,3285.181818181818,-0.21954779383791528,-0.23612149826110757,-0.21987836524004106,1,1,1
881ec9336dfffff,6,0.6666666666666666,1849.3333333333333,-0.22204554494140288,-0.23482441771790108,-0.21911496733336736,1,1,1
881ec93a5dfffff,6,0.3333333333333333,2630.6666666666665,-0.22330826683415747,-0.24636343516911818,-0.22194159977265326,1,1,1
881ec988b5fffff,5,1.0,3592.0,-0.07764641983441198,-0.03461351710785969,-0.05962582486358085,0,0,0
881ec988bdfffff,6,0.6666666666666666,2183.6666666666665,-0.08287531408891607,-0.03935399881572356,-0.06085682273285958,0,0,0
881ec9892bfffff,9,0.7777777777777778,1683.111111111111,-0.11481421361244468,-0.11369614346830306,-0.120043692576252,0,0,1
881ec98945fffff,9,0.5555555555555556,1071.111111111111,-0.12283763804636832,-0.11896353852537128,-0.12102910078138052,0,0,1
881ec98947fffff,10,0.1,1937.6,-0.11040056714859542,-0.1129886309517309,-0.11682717799897072,0,0,1
881ec98963fffff,5,0.0,2517.4,-0.12426143323685718,-0.12009506933995628,-0.1234270228495658,0,1,1
881ec9896bfffff,10,0.3,1822.1,-0.12317125386650085,-0.11950252913699583,-0.12207393390212079,0,1,1
881ec98d83fffff,7,0.14285714285714285,3527.5714285714284,-0.2889631137549946,-0.19818427436435937,-0.19433327352652346,1,1,1
881ec98d87fffff,5,0.2,5746.8,-0.28367456977049743,-0.19358692620280005,-0.19333459133341407,1,1,1
881ec98db9fffff,11,0.45454545454545453,3659.909090909091,-0.2882183168302679,-0.200535396818581,-0.19914376038806347,1,1,1
881ec98dd5fffff,6,0.5,3837.6666666666665,-0.28847030312344835,-0.19274156595825076,-0.18349553915211553,1,1,1
881ec99911fffff,7,0.2857142857142857,3832.714285714286,-0.1193117037405178,-0.11770662110420149,-0.12267138594449506,0,0,0
881ec999c5fffff,7,0.14285714285714285,2328.714285714286,-0.11195074558538842,-0.11225278719037324,-0.11519432454945744,0,0,0
881ec999c7fffff,9,0.1111111111111111,1821.7777777777778,-0.10812661393642709,-0.10946403203742683,-0.1126965770249384,0,0,0
881ec9a30bfffff,7,0.0,7026.0,0.3465298901567486,0.15708648251856983,0.0050816325360859334,1,0,0
881ec9a311fffff,5,0.2,6864.0,0.3485994659880425,0.1640794688485129,0.030709020196639313,1,0,0
881ec9a46dfffff,6,0.3333333333333333,4649.333333333333,-0.09784894821106871,-0.11300594169360201,-0.15397543359018373,0,0,1
881ec9a723fffff,6,0.16666666666666666,1982.5,-0.07911106257422085,-0.09874100547993891,-0.14568221174712026,0,0,1
881ec9a739fffff,8,0.5,4055.375,-0.08580974479147618,-0.10229965424307652,-0.14508212164011125,0,0,1
881ec9a73dfffff,12,0.16666666666666666,3192.8333333333335,-0.08261681218141814,-0.10036848046415925,-0.14500063378316452,0,0,1
881ec9b99dfffff,9,0.8888888888888888,2853.3333333333335,-0.16228512831705633,-0.18913359322751966,-0.20567874739844483,0,1,1
881ec9c1e7fffff,5,0.0,10289.4,-0.1149301407855178,-0.1602114015912302,-0.1696165270447872,1,1,1
881ec9c325fffff,13,0.0,11883.615384615385,-0.2485535210020537,-0.210796894495838,-0.1872622527194627,1,1,1
881ec9c425fffff,7,0.2857142857142857,2545.4285714285716,-0.10728414716539142,-0.11264131225555009,-0.1394634549882991,0,1,1
881ec9c4d5fffff,5,0.4,3439.0,-0.0911331213019616,-0.14824808117284924,-0.1764390250225189,0,1,1
881ec9c4ddfffff,9,0.2222222222222222,2698.1111111111113,-0.10785970684115814,-0.14781125541126006,-0.1676005634707093,0,1,1
881ec9c513fffff,37,0.8108108108108109,2747.4324324324325,-0.09944454841839746,-0.11662857890668167,-0.14004715961253583,0,1,1
881ec9c5a1fffff,47,0.2553191489361702,1879.1914893617022,-0.12294878515936919,-0.14876807566928887,-0.14492778474662088,1,1,1
881ec9c5a3fffff,7,0.7142857142857143,4107.571428571428,-0.20294514494519356,-0.16744639093455493,-0.14997228016848527,1,1,1
881ec9c5a5fffff,36,0.1388888888888889,2217.5833333333335,-0.09836243783342297,-0.1360435032201307,-0.14141188452035988,0,1,1
881ec9c5a7fffff,20,0.65,1860.7,-0.1575620793422655,-0.15453552089244366,-0.1454186301873284,1,1,1
881ec9c5a9fffff,10,0.1,1831.6,-0.1035908656256004,-0.14370761705887927,-0.144437262469593,0,1,1
881ec9c5adfffff,5,0.4,3559.4,-0.09121667789179243,-0.1312700630875046,-0.14101991044620038,0,1,1
881ec9c5c5fffff,5,1.0,1313.4,-0.1033906290418761,-0.1304041949266579,-0.14335096097086458,0,1,1
881ec9c5cdfffff,5,1.0,1560.8,-0.1059108856219686,-0.1274924936092885,-0.14303214711799722,0,1,1
881ec9c697fffff,11,0.18181818181818182,4534.636363636364,-0.05288433448284538,-0.09759564493562581,-0.11678915133924092,0,0,1
881ec9c6b9fffff,10,0.3,2972.3,-0.10936090937120194,-0.1295962834300149,-0.14099679002231513,0,1,1
881ec9c6bbfffff,10,0.5,3435.1,-0.07112361184507063,-0.11775203767851897,-0.13468453327802393,0,1,1
881ec9ce23fffff,5,0.0,1256.4,0.05999371888472346,-0.08643804894237375,-0.14521660544126758,0,0,1
881ec9ce81fffff,11,0.09090909090909091,5385.0,-0.03170219104158303,-0.09257242758790296,-0.13305378604500956,0,1,1
881ec9ce87fffff,6,1.0,4985.166666666667,-0.0356378624222172,-0.09354233554592149,-0.13284772190954292,0,1,1
881ec9ce91fffff,5,0.2,3036.8,-0.08727955801783718,-0.12764553959308006,-0.13882024742004784,0,1,1
881ec9ce99fffff,5,0.8,1385.0,-0.07702949317149654,-0.12439059590540341,-0.138591645353122,0,1,1
881ec9ce9bfffff,15,0.2,2698.8,-0.11167806827108775,-0.14087225518100577,-0.14177550302212966,0,1,1
881ec9ceb3fffff,14,0.5714285714285714,3814.0714285714284,-0.12950136967268344,-0.12379604601535787,-0.13725863189833698,1,1,1
881ec9cec3fffff,33,0.5757575757575758,2073.0,-0.039527473150419434,-0.08187951727450891,-0.13383385781850826,0,0,1
881ec9ced1fffff,10,0.7,2510.9,-0.06958619173741021,-0.10612884613797784,-0.13599100064486358,0,1,1
881ec9ced3fffff,17,0.29411764705882354,1838.5294117647059,-0.07696058021340324,-0.11928496152501364,-0.13834632965717605,0,1,1
881ec9ced5fffff,20,0.7,3745.35,-0.05554018404259689,-0.09446382501378774,-0.1342695242085454,0,1,1
881ec9ced7fffff,16,0.625,2843.25,-0.06271884065946504,-0.1089745472030053,-0.13614594711020997,0,1,1
881ec9ced9fffff,5,0.8,2154.8,-0.07617519182805896,-0.10109828659984621,-0.135807363454099,0,1,1
881ec9cedbfffff,89,0.10112359550561797,2352.483146067416,-0.0805928666277678,-0.11642016267934002,-0.13810011105311815,0,1,1
881ec9ceddfffff,7,0.7142857142857143,2730.714285714286,-0.06246294496001498,-0.08969376515815401,-0.13430507616312876,0,0,1
881ec9d4d7fffff,8,0.25,2678.875,-0.1475258218308908,-0.1316496143564243,-0.12620493390205267,1,1,1
881ec9d6bbfffff,7,0.14285714285714285,2119.5714285714284,-0.13759348050037667,-0.12689339093425156,-0.12479513969295897,0,1,1
882d359445fffff,7,0.2857142857142857,2524.0,-0.16739773300025262,-0.16664579681697833,-0.18602015586053333,1,1,1
882d35944dfffff,10,0.3,3768.9,-0.16439592414132043,-0.16434823961534073,-0.18463097464811185,0,0,1
882d359469fffff,6,0.16666666666666666,4433.5,-0.1704248247883532,-0.16891117469541006,-0.18877051588904703,1,1,1
882d359701fffff,6,0.0,4830.166666666667,-0.17117917227172386,-0.17001937139579704,-0.19226979038476577,1,1,1
882d35970bfffff,5,0.2,5678.0,-0.16759769377665412,-0.16741670116728546,-0.18945975684575167,1,1,1
882d359713fffff,12,0.0,5719.833333333333,-0.16741699750675842,-0.16679952899996586,-0.1868437139881567,1,1,1
882d35971bfffff,9,0.1111111111111111,3094.3333333333335,-0.16434207849619875,-0.164528912653101,-0.1849890190516036,0,1,1
882d35973dfffff,6,0.0,2160.5,-0.1779453086244498,-0.1746064215448675,-0.1953341803203218,1,1,1
